country,crop,year,rainfall,pesticides,temperature,Actual (A),Predicted (P),Absolute Error (AE),Residual (R) (A - P) ,R^2,,,,,,,,
Lesotho,Wheat,1998,788,0.3,14.81,14810,7330,7480,7480,55950400,,,,,,,,
Hungary,Soybeans,2004,589,9940.5,10.37,23733,22670,1063,1063,1129969,,,,,,,,
Pakistan,Maize,1996,494,11955,27.17,15884,15884,0,0,0,,,,,,,,
Germany,Maize,2010,700,40832.42,4.85,90261,90261,0,0,0,,,,,,,,
South Africa,Sorghum,2013,495,26857,14.98,23507,23507,0,0,0,,,,,,,,
Germany,Soybeans,1995,700,30090,9.75,20587,26010,5423,-5423,29408929,,,,,,,,
Mauritius,Sweet potatoes,1999,2041,501.85,24.11,114286,122500,8214,-8214,67469796,,,,,,,,
Brazil,Sweet potatoes,2009,1761,335742,18.84,113035,113035,0,0,0,,,,,,,,
Peru,Sweet potatoes,1992,1738,3134,17.96,171877,128000,43877,43877,1925191129,,,,,,,,
Nepal,Soybeans,2013,1500,454.53,15.79,11719,9654,2065,2065,4264225,,,,,,,,
Brazil,Yams,2012,1761,346583,27.34,97619,97619,0,0,0,,,,,,,,
India,Sweet potatoes,1993,1083,66388,25.97,85962,85962,0,0,0,,,,,,,,
Pakistan,Potatoes,1990,494,5299,26.23,104002,104002,0,0,0,,,,,,,,
Slovenia,Soybeans,2001,1162,1387,10.74,27368,23319,4049,4049,16394401,,,,,,,,
Saudi Arabia,Sorghum,1993,59,994,25.42,12034,12034,0,0,0,,,,,,,,
Canada,Wheat,2013,537,81659.8,8.46,35943,35943,0,0,0,,,,,,,,
Indonesia,Potatoes,1994,2702,1597,27.34,156474,156474,0,0,0,,,,,,,,
Egypt,Soybeans,2002,51,5147,22.41,29904,27922,1982,1982,3928324,,,,,,,,
Mauritania,Potatoes,2008,92,17.22,28.14,53810,53231,579,579,335241,,,,,,,,
India,Sorghum,2009,1083,28707.01,26.76,9621,9621,0,0,0,,,,,,,,
Brazil,Sweet potatoes,2001,1761,151523,18.67,113496,113496,0,0,0,,,,,,,,
Guyana,Maize,2004,2387,289.9,27.45,12500,12500,0,0,0,,,,,,,,
Australia,"Rice, paddy",1990,534,17866,12.11,88000,88000,0,0,0,,,,,,,,
Indonesia,Soybeans,2009,2702,1597,25.54,13483,13483,0,0,0,,,,,,,,
Chile,Sweet potatoes,1997,1522,15373,6.8,65060,65968,908,-908,824464,,,,,,,,
Saudi Arabia,Maize,1998,59,2683.37,26.48,20519,18723,1796,1796,3225616,,,,,,,,
Australia,Maize,2006,534,35900,20.17,53856,53856,0,0,0,,,,,,,,
Germany,Wheat,2004,700,34930.37,9.48,81716,72035,9681,9681,93721761,,,,,,,,
Azerbaijan,Potatoes,1994,447,148.68,11.32,82623,78059,4564,4564,20830096,,,,,,,,
India,Wheat,2008,1083,14485.33,25.68,28022,28022,0,0,0,,,,,,,,
Argentina,Wheat,1998,591,62397,17.23,26088,23028,3060,3060,9363600,,,,,,,,
Burkina Faso,Maize,2005,748,92.21,29.18,18058,14900,3158,3158,9972964,,,,,,,,
Haiti,Yams,1996,1440,14.44,26.85,50000,50000,0,0,0,,,,,,,,
Ghana,"Rice, paddy",1993,1187,65.8,26.67,20389,20062,327,327,106929,,,,,,,,
Guatemala,"Rice, paddy",1991,1996,12004.33,19.91,28745,26021,2724,2724,7420176,,,,,,,,
Turkey,"Rice, paddy",1997,593,34431,13.16,50005,50005,0,0,0,,,,,,,,
India,Sweet potatoes,2010,1083,40093.69,26.61,92069,92069,0,0,0,,,,,,,,
El Salvador,Plantains and others,1994,1784,3630.31,26.33,97402,106557,9155,-9155,83814025,,,,,,,,
Eritrea,Wheat,2010,383,27.63,25.22,11786,10706,1080,1080,1166400,,,,,,,,
India,Soybeans,1997,1083,52279,24.77,10789,10789,0,0,0,,,,,,,,
Brazil,"Rice, paddy",2013,1761,367778,17.57,50071,50071,0,0,0,,,,,,,,
India,Maize,1991,1083,72133,26.34,13763,13763,0,0,0,,,,,,,,
Guinea,Cassava,1991,1651,80,27.22,71630,70131,1499,1499,2247001,,,,,,,,
South Africa,Sorghum,2009,495,26857,15.44,32339,32339,0,0,0,,,,,,,,
Brazil,Cassava,2007,1761,304031,18.66,140099,140099,0,0,0,,,,,,,,
El Salvador,Maize,1992,1784,3940.77,26.22,21989,20482,1507,1507,2271049,,,,,,,,
Egypt,Soybeans,2005,51,5471,21.08,34000,30266,3734,3734,13942756,,,,,,,,
Honduras,Wheat,1998,1976,3495,25.37,5000,6667,1667,-1667,2778889,,,,,,,,
India,Potatoes,1994,1083,61357,24.84,166101,166101,0,0,0,,,,,,,,
India,Cassava,2002,1083,42482.56,26.79,272746,272746,0,0,0,,,,,,,,
Switzerland,Wheat,1999,1537,1526.6,7.76,52609,61811,9202,-9202,84676804,,,,,,,,
Hungary,Wheat,1992,589,5777,11.01,40700,35948,4752,4752,22581504,,,,,,,,
Pakistan,Sorghum,1998,494,18406,23.11,5952,5952,0,0,0,,,,,,,,
Tajikistan,Sorghum,2005,691,235.4,8.61,12140,14240,2100,-2100,4410000,,,,,,,,
India,Wheat,1999,1083,46195,27.24,25901,25901,0,0,0,,,,,,,,
Ecuador,"Rice, paddy",1997,2274,7612,22.88,35876,32060,3816,3816,14561856,,,,,,,,
New Zealand,Potatoes,2008,1732,5857,13.55,459091,495751,36660,-36660,1343955600,,,,,,,,
Zimbabwe,Cassava,1991,657,6753,20.95,40000,39916,84,84,7056,,,,,,,,
Italy,Sweet potatoes,2012,832,61889,13.45,195236,207114,11878,-11878,141086884,,,,,,,,
Japan,Potatoes,2000,1668,79821.18,15.95,306342,306342,0,0,0,,,,,,,,
India,Soybeans,2004,1083,35113,27.29,9082,9082,0,0,0,,,,,,,,
Egypt,Maize,1992,51,6156,20.09,61346,61346,0,0,0,,,,,,,,
India,Soybeans,2012,1083,52980,24.37,13530,13530,0,0,0,,,,,,,,
Honduras,Soybeans,2006,1976,4297.51,24.88,21333,20687,646,646,417316,,,,,,,,
Mexico,Soybeans,1997,758,34468.93,20.99,15057,15057,0,0,0,,,,,,,,
Brazil,Sweet potatoes,1992,1761,67003.89,21.35,104452,104452,0,0,0,,,,,,,,
Canada,Potatoes,2002,537,34226,7.48,111652,111652,0,0,0,,,,,,,,
France,Potatoes,1996,867,97890,10.14,361751,374385,12634,-12634,159617956,,,,,,,,
Colombia,Soybeans,1991,3240,16817,27.3,19244,19986,742,-742,550564,,,,,,,,
Pakistan,Sorghum,1998,494,18406,24.91,5952,5952,0,0,0,,,,,,,,
India,Cassava,1998,1083,49157,26.35,252815,252815,0,0,0,,,,,,,,
India,Sorghum,2005,1083,35342,25.48,7968,7968,0,0,0,,,,,,,,
Kenya,Soybeans,2000,630,1998,16.73,8603,8228,375,375,140625,,,,,,,,
South Africa,Sweet potatoes,1990,495,16582,15.56,35872,35872,0,0,0,,,,,,,,
Pakistan,Potatoes,1997,494,16936,22.14,112295,112295,0,0,0,,,,,,,,
India,Sorghum,2012,1083,52980,25.89,9568,9568,0,0,0,,,,,,,,
Belarus,Maize,2004,618,8306.31,6.49,35297,39965,4668,-4668,21790224,,,,,,,,
Haiti,Yams,1992,1440,11.52,26.81,54895,50000,4895,4895,23961025,,,,,,,,
South Africa,Sweet potatoes,1996,495,19508,20.49,32037,36048,4011,-4011,16088121,,,,,,,,
Senegal,Cassava,1993,686,357.55,24.99,27673,24752,2921,2921,8532241,,,,,,,,
South Africa,Sweet potatoes,2013,495,26857,21.31,29812,30138,326,-326,106276,,,,,,,,
Mexico,Sweet potatoes,1990,758,34468.93,22.63,167541,167541,0,0,0,,,,,,,,
Canada,Wheat,2013,537,81659.8,7.08,35943,35943,0,0,0,,,,,,,,
Croatia,Potatoes,1996,1113,3148,9.24,101625,102378,753,-753,567009,,,,,,,,
Mauritania,Potatoes,2006,92,1.7,27.82,52752,51163,1589,1589,2524921,,,,,,,,
Pakistan,"Rice, paddy",2009,494,3957.61,26.68,35809,35809,0,0,0,,,,,,,,
India,Sorghum,2004,1083,35113,26.22,7161,7161,0,0,0,,,,,,,,
Ecuador,Soybeans,2009,2274,9666.87,22.01,16585,16585,0,0,0,,,,,,,,
Morocco,Soybeans,2001,346,13842.57,18.73,10000,10000,0,0,0,,,,,,,,
Colombia,Plantains and others,2011,3240,53797,27.18,79624,80883,1259,-1259,1585081,,,,,,,,
India,Potatoes,1990,1083,75000,25.44,157136,157136,0,0,0,,,,,,,,
Jamaica,Cassava,2011,2051,909.71,27.17,188896,186352,2544,2544,6471936,,,,,,,,
India,Sweet potatoes,1999,1083,46195,26.06,85744,85744,0,0,0,,,,,,,,
Japan,Soybeans,2002,1668,70262.54,16,18025,18025,0,0,0,,,,,,,,
Japan,Maize,2010,1668,55576,15.87,25642,25642,0,0,0,,,,,,,,
Poland,Wheat,1998,600,8699,8.17,36243,35336,907,907,822649,,,,,,,,
Brazil,Maize,1998,1761,118930.56,26.08,27964,27964,0,0,0,,,,,,,,
Hungary,Soybeans,2006,589,11523,10.67,23679,16408,7271,7271,52867441,,,,,,,,
Pakistan,Wheat,2006,494,6925.13,23.28,25186,25186,0,0,0,,,,,,,,
Guyana,Yams,2004,2387,289.9,27.45,94444,93750,694,694,481636,,,,,,,,
Egypt,Maize,1996,51,4499,21.88,69523,69523,0,0,0,,,,,,,,
Qatar,Potatoes,1999,74,52.5,28.62,93333,80000,13333,13333,177768889,,,,,,,,
Brazil,Sorghum,1999,1761,127585,25.88,15711,15711,0,0,0,,,,,,,,
Japan,Yams,1994,1668,79821.18,16.06,208410,208410,0,0,0,,,,,,,,
Mexico,"Rice, paddy",2008,758,61732.11,21.02,44619,44619,0,0,0,,,,,,,,
Canada,Maize,1999,537,44293,8.29,79747,79747,0,0,0,,,,,,,,
Indonesia,Sweet potatoes,1997,2702,1597,25.52,94532,95750,1218,-1218,1483524,,,,,,,,
Burundi,Soybeans,2006,1274,190.51,21.83,7895,7778,117,117,13689,,,,,,,,
Brazil,Potatoes,1993,1761,75658.33,24.65,146090,146090,0,0,0,,,,,,,,
India,Potatoes,1994,1083,61357,24.29,166101,166101,0,0,0,,,,,,,,
Mexico,Soybeans,2013,758,59920.18,24.19,15198,15198,0,0,0,,,,,,,,
South Africa,Sweet potatoes,1997,495,21596,15.38,38431,38431,0,0,0,,,,,,,,
Turkey,"Rice, paddy",2005,593,40332,11.24,70664,70664,0,0,0,,,,,,,,
Kenya,Cassava,2005,630,1578,17.28,91009,95856,4847,-4847,23493409,,,,,,,,
India,Wheat,2012,1083,52980,26.33,31775,31775,0,0,0,,,,,,,,
France,Sorghum,2000,867,97878,11.74,62275,64431,2156,-2156,4648336,,,,,,,,
South Africa,Potatoes,1998,495,24304,19.42,307667,258890,48777,48777,2379195729,,,,,,,,
Hungary,Sorghum,2009,589,11144,11.48,27160,21290,5870,5870,34456900,,,,,,,,
Lebanon,Wheat,1994,661,1221,19.93,22244,24765,2521,-2521,6355441,,,,,,,,
Honduras,Sorghum,2007,1976,5283.93,24.55,11496,10442,1054,1054,1110916,,,,,,,,
Turkey,Soybeans,2005,593,40332,19.44,33721,33721,0,0,0,,,,,,,,
Indonesia,Sweet potatoes,1998,2702,1597,27.28,95750,96698,948,-948,898704,,,,,,,,
New Zealand,Potatoes,1999,1732,2535.3,13.87,416667,207950,208717,208717,43562786089,,,,,,,,
Peru,Soybeans,1996,1738,3755,16.45,15648,14486,1162,1162,1350244,,,,,,,,
Malawi,Potatoes,1997,1181,173.19,20.62,95765,58002,37763,37763,1426044169,,,,,,,,
Rwanda,"Rice, paddy",1996,1212,218.6,19.31,32980,35620,2640,-2640,6969600,,,,,,,,
Lithuania,Maize,1997,656,928,6.29,14708,26522,11814,-11814,139570596,,,,,,,,
Australia,Potatoes,2007,534,32446.25,17.49,355463,355463,0,0,0,,,,,,,,
New Zealand,Sweet potatoes,1997,1732,3249,12.77,200000,252381,52381,-52381,2743769161,,,,,,,,
Honduras,"Rice, paddy",2007,1976,5283.93,24.55,50483,51911,1428,-1428,2039184,,,,,,,,
Brazil,Potatoes,2004,1761,214725,24.24,213525,213525,0,0,0,,,,,,,,
Chile,Maize,2004,1522,9830.72,13.44,110678,101411,9267,9267,85877289,,,,,,,,
Dominican Republic,Potatoes,1994,1410,4971,26.78,121589,121589,0,0,0,,,,,,,,
Lebanon,Maize,2008,661,1816,20.24,37778,36210,1568,1568,2458624,,,,,,,,
India,Sweet potatoes,2008,1083,14485.33,25.66,88943,88943,0,0,0,,,,,,,,
Argentina,Soybeans,2007,591,81582.64,16.71,29712,29053,659,659,434281,,,,,,,,
Mexico,Sorghum,2009,758,61690.08,25.72,36131,35965,166,166,27556,,,,,,,,
Mexico,Sorghum,1991,758,34468.93,19.69,31195,31195,0,0,0,,,,,,,,
Italy,Soybeans,2002,832,94211,8.15,38613,38613,0,0,0,,,,,,,,
Mozambique,Cassava,2005,1032,770.88,22.27,43155,60017,16862,-16862,284327044,,,,,,,,
Senegal,Maize,1990,686,384,25.13,11411,11324,87,87,7569,,,,,,,,
India,Maize,2000,1083,44957.52,25.11,18216,18216,0,0,0,,,,,,,,
South Africa,Maize,2012,495,26857,15.89,44905,44905,0,0,0,,,,,,,,
Iraq,Soybeans,2007,216,1062.61,20.12,9187,9016,171,171,29241,,,,,,,,
Mexico,Sweet potatoes,2006,758,50891.95,16.37,212942,214928,1986,-1986,3944196,,,,,,,,
Madagascar,Soybeans,1996,1513,152.01,19.71,6208,6264,56,-56,3136,,,,,,,,
Senegal,Cassava,1998,686,450.71,26.03,49527,51000,1473,-1473,2169729,,,,,,,,
Colombia,"Rice, paddy",1991,3240,16817,22.53,39959,39959,0,0,0,,,,,,,,
India,Cassava,1996,1083,56114,25.31,238528,238528,0,0,0,,,,,,,,
Colombia,"Rice, paddy",1995,3240,20156.23,27.3,42840,42840,0,0,0,,,,,,,,
Ukraine,Potatoes,2012,565,90814.8,8.56,161001,168039,7038,-7038,49533444,,,,,,,,
Qatar,Wheat,2001,74,68,28.36,23333,23056,277,277,76729,,,,,,,,
Canada,Potatoes,2008,537,53707.3,7.5,126065,126065,0,0,0,,,,,,,,
Italy,"Rice, paddy",2010,832,71613,7.05,61219,68133,6914,-6914,47803396,,,,,,,,
Peru,Wheat,2005,1738,10227.74,17.02,13440,13872,432,-432,186624,,,,,,,,
Japan,Sweet potatoes,1998,1668,79821.18,16.39,249781,249781,0,0,0,,,,,,,,
Portugal,"Rice, paddy",2006,854,15702,16.84,58551,56818,1733,1733,3003289,,,,,,,,
Burundi,Cassava,2005,1274,304.83,22.29,75230,87864,12634,-12634,159617956,,,,,,,,
Colombia,"Rice, paddy",2012,3240,48727.73,22.58,48066,41223,6843,6843,46826649,,,,,,,,
Ghana,Yams,1998,1187,297.78,27.28,128148,128847,699,-699,488601,,,,,,,,
Angola,Potatoes,2013,1010,40,24.55,63303,81366,18063,-18063,326271969,,,,,,,,
Spain,Wheat,2001,636,35700,17.27,23003,23003,0,0,0,,,,,,,,
Australia,Potatoes,1996,534,31185,16.12,312853,312853,0,0,0,,,,,,,,
Canada,Maize,2001,537,38456,9.63,66187,66187,0,0,0,,,,,,,,
Turkey,Maize,2007,593,48715.51,18.6,68381,59030,9351,9351,87441201,,,,,,,,
Ghana,Sorghum,2002,1187,89.88,26.92,9375,9692,317,-317,100489,,,,,,,,
Burundi,Maize,2008,1274,456.44,21.29,10041,10244,203,-203,41209,,,,,,,,
Indonesia,"Rice, paddy",2011,2702,1597,25.38,49802,49802,0,0,0,,,,,,,,
Morocco,"Rice, paddy",2005,346,13966,18.15,68000,68000,0,0,0,,,,,,,,
Niger,Cassava,1990,151,62,29.71,88688,97154,8466,-8466,71673156,,,,,,,,
Egypt,Sweet potatoes,2006,51,9781,22.05,119702,119702,0,0,0,,,,,,,,
Sri Lanka,Sweet potatoes,1990,1712,1571.33,26.53,64750,65460,710,-710,504100,,,,,,,,
Brazil,Potatoes,2012,1761,346583,21.02,274457,274457,0,0,0,,,,,,,,
Uruguay,Maize,2012,1300,23506.4,17.53,42615,43297,682,-682,465124,,,,,,,,
Pakistan,Soybeans,2013,494,0.92,25.95,7222,7222,0,0,0,,,,,,,,
Mexico,Potatoes,1998,758,34468.93,23.61,204955,169078,35877,35877,1287159129,,,,,,,,
Mali,Cassava,2001,282,15.36,27.79,89909,115892,25983,-25983,675116289,,,,,,,,
Mexico,Soybeans,2005,758,51741.99,16.93,19450,19450,0,0,0,,,,,,,,
Uganda,Cassava,2008,1180,88,23.68,72252,61120,11132,11132,123921424,,,,,,,,
United Kingdom,Wheat,1990,1220,29517,9.56,69712,69712,0,0,0,,,,,,,,
Mexico,"Rice, paddy",1997,758,34468.93,16.25,41365,45412,4047,-4047,16378209,,,,,,,,
Burundi,Cassava,2007,1274,412.66,21.28,87275,54550,32725,32725,1070925625,,,,,,,,
Pakistan,Sweet potatoes,2007,494,5935.96,23.33,114454,114454,0,0,0,,,,,,,,
Pakistan,Maize,2004,494,8903.48,23.78,28488,28488,0,0,0,,,,,,,,
India,Potatoes,2004,1083,35113,27.23,188091,188091,0,0,0,,,,,,,,
Zimbabwe,Soybeans,1994,657,1664,20.64,21217,17067,4150,4150,17222500,,,,,,,,
Libya,Wheat,1994,56,87,20.55,7742,8400,658,-658,432964,,,,,,,,
Hungary,Wheat,2009,589,11144,11.48,38546,50024,11478,-11478,131744484,,,,,,,,
Indonesia,"Rice, paddy",1992,2702,825,26.72,43446,43446,0,0,0,,,,,,,,
India,Sweet potatoes,1996,1083,56114,23.81,80716,80716,0,0,0,,,,,,,,
Latvia,Potatoes,1994,641,294,5.87,129963,145006,15043,-15043,226291849,,,,,,,,
India,Maize,2008,1083,14485.33,25.68,24140,24140,0,0,0,,,,,,,,
Kenya,Maize,1999,630,3056,16.7,14817,14400,417,417,173889,,,,,,,,
India,"Rice, paddy",2008,1083,14485.33,25.65,32509,32509,0,0,0,,,,,,,,
Saudi Arabia,Sorghum,1990,59,994,25.86,12369,12369,0,0,0,,,,,,,,
Kenya,Maize,1990,630,3469,15.94,16591,18321,1730,-1730,2992900,,,,,,,,
Turkey,Maize,2013,593,39440,19.21,89499,89499,0,0,0,,,,,,,,
Libya,Wheat,1991,56,87,19.47,12381,12381,0,0,0,,,,,,,,
Chile,"Rice, paddy",1997,1522,15373,13.66,36336,36336,0,0,0,,,,,,,,
Pakistan,Sorghum,2010,494,2968.44,25.48,6171,6171,0,0,0,,,,,,,,
Kazakhstan,Soybeans,2012,250,8674.58,6.07,20128,20128,0,0,0,,,,,,,,
Colombia,Maize,2012,3240,48727.73,27.56,29052,29052,0,0,0,,,,,,,,
Haiti,Plantains and others,1999,1440,26.32,27.01,66922,66801,121,121,14641,,,,,,,,
Malaysia,"Rice, paddy",2007,2875,46868.35,27.23,35277,37205,1928,-1928,3717184,,,,,,,,
Colombia,Cassava,1993,3240,14961.81,27.42,101888,94555,7333,7333,53772889,,,,,,,,
Colombia,Yams,2008,3240,48538.97,27.16,104870,107832,2962,-2962,8773444,,,,,,,,
Namibia,Potatoes,2006,285,56,19.42,69796,85822,16026,-16026,256832676,,,,,,,,
Colombia,Yams,2010,3240,48618.46,22.68,108871,108871,0,0,0,,,,,,,,
Canada,Maize,1995,537,32223.4,4.81,72528,72528,0,0,0,,,,,,,,
Brazil,Potatoes,2001,1761,151523,25.59,184997,184997,0,0,0,,,,,,,,
Sudan,Maize,2013,1712,2469.47,30.65,15997,16634,637,-637,405769,,,,,,,,
Honduras,Sorghum,2002,1976,1772.3,24.61,11508,11509,1,-1,1,,,,,,,,
Japan,Soybeans,1997,1668,79821.18,15.76,17380,17380,0,0,0,,,,,,,,
Poland,Wheat,2012,600,21885.99,8.48,41438,41348,90,90,8100,,,,,,,,
Angola,Cassava,1991,1010,79,24.02,40295,41177,882,-882,777924,,,,,,,,
Armenia,Maize,1995,562,23.9,9.76,18261,22239,3978,-3978,15824484,,,,,,,,
Qatar,Maize,1990,74,3,27.38,135000,121818,13182,13182,173765124,,,,,,,,
India,Wheat,2004,1083,35113,27.29,27132,27132,0,0,0,,,,,,,,
Honduras,Sweet potatoes,1990,1976,9880.07,24.53,64286,65517,1231,-1231,1515361,,,,,,,,
India,Sweet potatoes,1995,1083,61257,27.24,80643,80643,0,0,0,,,,,,,,
Guatemala,Cassava,1999,1996,10249.94,19.44,22731,28235,5504,-5504,30294016,,,,,,,,
Iraq,Wheat,2006,216,824.14,23.82,13783,13783,0,0,0,,,,,,,,
Japan,Sweet potatoes,2000,1668,79821.18,15.58,247327,247327,0,0,0,,,,,,,,
Nicaragua,Sorghum,2004,2280,4581.73,27.22,20368,18606,1762,1762,3104644,,,,,,,,
Cameroon,Soybeans,2012,1604,1372.47,25.18,13980,8276,5704,5704,32535616,,,,,,,,
Rwanda,Cassava,1992,1212,97,19.54,26100,26400,300,-300,90000,,,,,,,,
Ecuador,Sweet potatoes,2008,2274,15396.14,21.89,21244,21244,0,0,0,,,,,,,,
Spain,Wheat,1999,636,33614,17.14,20987,20987,0,0,0,,,,,,,,
Japan,Yams,1993,1668,79821.18,14.93,157998,157998,0,0,0,,,,,,,,
Brazil,Maize,1994,1761,84312.78,24.71,23629,23629,0,0,0,,,,,,,,
Spain,Soybeans,2012,636,48668,12.33,27713,27713,0,0,0,,,,,,,,
Ireland,Potatoes,1996,1118,1577,8.85,301646,343934,42288,-42288,1788274944,,,,,,,,
Angola,Sweet potatoes,2004,1010,40,24.22,45360,65368,20008,-20008,400320064,,,,,,,,
Portugal,Sweet potatoes,2009,854,13984.91,16.84,132882,170964,38082,-38082,1450238724,,,,,,,,
South Africa,Wheat,2008,495,26857,15.75,28476,28476,0,0,0,,,,,,,,
Ecuador,Sorghum,1990,2274,2537,21.82,28273,28273,0,0,0,,,,,,,,
Guatemala,Wheat,1995,1996,12004.33,19.98,20987,20124,863,863,744769,,,,,,,,
New Zealand,Maize,2004,1732,4050,12.76,115496,76544,38952,38952,1517258304,,,,,,,,
Brazil,Sorghum,2011,1761,345026,20.33,25497,25497,0,0,0,,,,,,,,
India,Potatoes,2000,1083,44957.52,24.57,186443,186443,0,0,0,,,,,,,,
Sri Lanka,"Rice, paddy",2007,1712,1439.8,26.57,38337,41296,2959,-2959,8755681,,,,,,,,
Spain,Potatoes,2011,636,53549,17.98,307406,307406,0,0,0,,,,,,,,
Japan,Wheat,1990,1668,79821.18,16.17,36540,36540,0,0,0,,,,,,,,
Guyana,Plantains and others,2000,2387,289.9,27.05,46584,35722,10862,10862,117983044,,,,,,,,
Australia,Soybeans,2012,534,48687.88,11.79,22598,22598,0,0,0,,,,,,,,
India,Sweet potatoes,2004,1083,35113,26.63,88588,88588,0,0,0,,,,,,,,
Brazil,Yams,2005,1761,232232,25.7,92462,92462,0,0,0,,,,,,,,
Pakistan,Soybeans,2011,494,1979.27,26.32,6953,6953,0,0,0,,,,,,,,
Mexico,Potatoes,2011,758,65961.1,19.83,262734,262734,0,0,0,,,,,,,,
Pakistan,Potatoes,1996,494,11955,22.61,134795,134795,0,0,0,,,,,,,,
South Africa,Soybeans,1993,495,16582,21.32,14913,14913,0,0,0,,,,,,,,
Niger,Sorghum,1994,151,62,29.05,1518,6350,4832,-4832,23348224,,,,,,,,
South Africa,Soybeans,2006,495,26857,18.42,17625,17625,0,0,0,,,,,,,,
Guatemala,Maize,1992,1996,12004.33,19.89,18831,18442,389,389,151321,,,,,,,,
Peru,Plantains and others,1992,1738,3134,17.96,105298,106893,1595,-1595,2544025,,,,,,,,
Brazil,Maize,1993,1761,75658.33,28.18,25321,25321,0,0,0,,,,,,,,
Indonesia,Cassava,1997,2702,1597,27.62,121718,121925,207,-207,42849,,,,,,,,
Kenya,Maize,2011,630,1578,16.9,15840,17366,1526,-1526,2328676,,,,,,,,
Mali,Cassava,2012,282,1.52,27.39,156860,115886,40974,40974,1678868676,,,,,,,,
South Africa,Sweet potatoes,2012,495,26857,19.14,30138,30138,0,0,0,,,,,,,,
Tajikistan,"Rice, paddy",2005,691,235.4,8.61,32844,36408,3564,-3564,12702096,,,,,,,,
Burkina Faso,Soybeans,1997,748,75.29,28.52,9514,10308,794,-794,630436,,,,,,,,
Malawi,Sorghum,2000,1181,220.22,20.22,6687,6446,241,241,58081,,,,,,,,
Mexico,Maize,1999,758,34468.93,25.03,24720,24720,0,0,0,,,,,,,,
Guatemala,Plantains and others,2007,1996,22883.17,19.9,167445,175233,7788,-7788,60652944,,,,,,,,
Brazil,Yams,1991,1761,58349.44,21.43,91353,91353,0,0,0,,,,,,,,
Spain,Sorghum,2013,636,54197,12.68,50111,50111,0,0,0,,,,,,,,
Iraq,Potatoes,1994,216,692,20.02,166360,162581,3779,3779,14280841,,,,,,,,
Papua New Guinea,Maize,2002,3142,105,25.48,52970,59286,6316,-6316,39891856,,,,,,,,
Madagascar,Sorghum,1992,1513,101.06,19.76,6982,7020,38,-38,1444,,,,,,,,
Romania,Sorghum,2006,637,6733.2,11.63,17986,37611,19625,-19625,385140625,,,,,,,,
Brazil,Sorghum,1994,1761,84312.78,25.42,19056,19056,0,0,0,,,,,,,,
Honduras,Sorghum,1991,1976,6289.7,24.61,9586,12883,3297,-3297,10870209,,,,,,,,
Hungary,Potatoes,2009,589,11144,11.48,251082,269012,17930,-17930,321484900,,,,,,,,
Mozambique,Cassava,2012,1032,766.93,21.92,107501,78029,29472,29472,868598784,,,,,,,,
Cameroon,Sweet potatoes,2001,1604,687,25.01,64856,65895,1039,-1039,1079521,,,,,,,,
India,Sorghum,1994,1083,61357,24.71,7786,7786,0,0,0,,,,,,,,
Bangladesh,Maize,2010,2666,13283.72,26.65,58378,58378,0,0,0,,,,,,,,
India,Maize,2011,1083,55540,25.45,24784,24784,0,0,0,,,,,,,,
Turkey,Maize,2005,593,40332,11.24,70000,68381,1619,1619,2621161,,,,,,,,
Indonesia,Maize,2013,2702,1597,27.3,48441,48441,0,0,0,,,,,,,,
Australia,Potatoes,1999,534,34200,19.75,321265,313056,8209,8209,67387681,,,,,,,,
Austria,Soybeans,1991,1110,4487,8.15,24958,19046,5912,5912,34951744,,,,,,,,
Thailand,Cassava,2006,1622,41220,27.92,210910,171804,39106,39106,1529279236,,,,,,,,
India,Sorghum,2011,1083,55540,25.53,9487,9487,0,0,0,,,,,,,,
India,Potatoes,2011,1083,55540,27.02,227240,227240,0,0,0,,,,,,,,
Brazil,Wheat,2013,1761,367778,17.84,27491,27491,0,0,0,,,,,,,,
India,Wheat,2001,1083,43720.04,27.2,27081,27081,0,0,0,,,,,,,,
Argentina,Maize,2009,591,61586.56,18.16,55760,59030,3270,-3270,10692900,,,,,,,,
Australia,Potatoes,2005,534,34310,18.26,344117,344117,0,0,0,,,,,,,,
Brazil,Soybeans,2011,1761,345026,27.36,31214,31214,0,0,0,,,,,,,,
Ireland,Wheat,1992,1118,2014,9.07,78808,78646,162,162,26244,,,,,,,,
Pakistan,Soybeans,1991,494,5962,22.48,4992,4992,0,0,0,,,,,,,,
Madagascar,Potatoes,1995,1513,73.08,19.96,56853,57377,524,-524,274576,,,,,,,,
Zambia,Sorghum,2009,1020,1670,20.76,6777,2976,3801,3801,14447601,,,,,,,,
Australia,Maize,2009,534,38065.68,20.65,58171,58171,0,0,0,,,,,,,,
Papua New Guinea,Maize,1999,3142,105,25.38,54167,55385,1218,-1218,1483524,,,,,,,,
Thailand,Maize,2009,1622,67933,27.79,41780,39295,2485,2485,6175225,,,,,,,,
Netherlands,Potatoes,2009,778,9857.2,10.33,463376,456832,6544,6544,42823936,,,,,,,,
Indonesia,Potatoes,2008,2702,1597,26.65,166719,166719,0,0,0,,,,,,,,
Azerbaijan,Wheat,2001,447,148.68,12.97,26154,19992,6162,6162,37970244,,,,,,,,
Dominican Republic,Potatoes,2004,1410,3713.96,26.83,179600,179600,0,0,0,,,,,,,,
